audio_filepath,image_filepath,Speech to Text,Doctor's Response,output 2,timestamp
.gradio\flagged\audio_filepath\1de1d71388c9449c918f\audio.wav,.gradio\flagged\image_filepath\e334b363b1851adb50d3\acne.jpg.png,,,,2025-04-13 16:18:18.799279
